,d_1883,d_1883,d_1883,d_1883,d_1883,d_1883,d_1883,d_1883,d_1884,d_1884,d_1884,d_1884,d_1884,d_1884,d_1884,d_1884,d_1885,d_1885,d_1885,d_1885,d_1885,d_1885,d_1885,d_1885,d_1886,d_1886,d_1886,d_1886,d_1886,d_1886,d_1886,d_1886,d_1887,d_1887,d_1887,d_1887,d_1887,d_1887,d_1887,d_1887,d_1888,d_1888,d_1888,d_1888,d_1888,d_1888,d_1888,d_1888,d_1889,d_1889,d_1889,d_1889,d_1889,d_1889,d_1889,d_1889,d_1890,d_1890,d_1890,d_1890,d_1890,d_1890,d_1890,d_1890,d_1891,d_1891,d_1891,d_1891,d_1891,d_1891,d_1891,d_1891,d_1892,d_1892,d_1892,d_1892,d_1892,d_1892,d_1892,d_1892,d_1893,d_1893,d_1893,d_1893,d_1893,d_1893,d_1893,d_1893,d_1894,d_1894,d_1894,d_1894,d_1894,d_1894,d_1894,d_1894,d_1895,d_1895,d_1895,d_1895,d_1895,d_1895,d_1895,d_1895,d_1896,d_1896,d_1896,d_1896,d_1896,d_1896,d_1896,d_1896,d_1897,d_1897,d_1897,d_1897,d_1897,d_1897,d_1897,d_1897,d_1898,d_1898,d_1898,d_1898,d_1898,d_1898,d_1898,d_1898,d_1899,d_1899,d_1899,d_1899,d_1899,d_1899,d_1899,d_1899,d_1900,d_1900,d_1900,d_1900,d_1900,d_1900,d_1900,d_1900,d_1901,d_1901,d_1901,d_1901,d_1901,d_1901,d_1901,d_1901,d_1902,d_1902,d_1902,d_1902,d_1902,d_1902,d_1902,d_1902,d_1903,d_1903,d_1903,d_1903,d_1903,d_1903,d_1903,d_1903,d_1904,d_1904,d_1904,d_1904,d_1904,d_1904,d_1904,d_1904,d_1905,d_1905,d_1905,d_1905,d_1905,d_1905,d_1905,d_1905,d_1906,d_1906,d_1906,d_1906,d_1906,d_1906,d_1906,d_1906,d_1907,d_1907,d_1907,d_1907,d_1907,d_1907,d_1907,d_1907,d_1908,d_1908,d_1908,d_1908,d_1908,d_1908,d_1908,d_1908,d_1909,d_1909,d_1909,d_1909,d_1909,d_1909,d_1909,d_1909,d_1910,d_1910,d_1910,d_1910,d_1910,d_1910,d_1910,d_1910,d_1911,d_1911,d_1911,d_1911,d_1911,d_1911,d_1911,d_1911,d_1912,d_1912,d_1912,d_1912,d_1912,d_1912,d_1912,d_1912,d_1913,d_1913,d_1913,d_1913,d_1913,d_1913,d_1913,d_1913,sum,sum,sum,sum,sum,sum,sum,sum
FOODS_1_091,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
FOODS_1_094,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0
FOODS_1_095,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0
FOODS_1_101,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
FOODS_1_107,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0
FOODS_1_110,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
FOODS_1_112,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0
FOODS_1_119,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0
FOODS_1_120,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
FOODS_1_126,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
FOODS_1_131,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0
FOODS_1_136,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0
FOODS_1_138,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0
FOODS_1_142,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0
FOODS_1_143,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0
FOODS_1_151,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0
FOODS_1_152,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0
FOODS_1_157,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0
FOODS_1_163,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0
FOODS_1_164,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0
FOODS_1_178,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0
FOODS_1_181,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0
FOODS_1_192,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
FOODS_1_196,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0
FOODS_1_209,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
